交易时间,公众账号ID,商户号,子商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,总金额,企业红包金额,微信退款单号,商户退款单号,退款金额,企业红包退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率
2015-11-04 07:45:27,wx1e3b3a3f6aab0ebf,1267070601,0,,1000040548201511041446549331,a16450,oC1U4t7D07mYzyot5_Pire8hD9Hc,JSAPI,SUCCESS,CEB_CREDIT,CNY,5.00,0.00,0,0,0,0,,,油卡充值,,0.03000,0.60%
2015-11-04 20:49:33,wx1e3b3a3f6aab0ebf,1267070601,0,,1000080548201511041456595254,a17593,oC1U4t69iA3LK0jd6PKma8ScNSc4,JSAPI,SUCCESS,CCB_DEBIT,CNY,10.00,0.00,0,0,0,0,,,油卡充值,,0.06000,0.60%
2015-11-04 17:38:26,wx1e3b3a3f6aab0ebf,1267070601,0,,1000280548201511041453828278,a17186,oC1U4t7JR2E2rNAPJ9wG6gkkxW7I,JSAPI,SUCCESS,ICBC_DEBIT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-04 13:26:10,wx1e3b3a3f6aab0ebf,1267070601,0,,1000330548201511041450764888,a16824,oC1U4t1n9qAhiXEH7S13oXsfS9pY,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-04 18:14:14,wx1e3b3a3f6aab0ebf,1267070601,0,,1000490548201511041454371034,a17225,oC1U4t-d9MdRxsaG5soi--tYj9Mc,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-04 16:03:13,wx1e3b3a3f6aab0ebf,1267070601,0,,1000780548201511041452583078,a17077,oC1U4t71vVNjk1sK-zlxiILId5zI,JSAPI,SUCCESS,CFT,CNY,1.00,0.00,0,0,0,0,,,油卡充值,,0.01000,0.60%
2015-11-04 15:29:35,wx1e3b3a3f6aab0ebf,1267070601,0,,1001650548201511041452215201,a16984,oC1U4t0_mvNf-11zEgHsC9Xmjy6c,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-04 15:48:56,wx1e3b3a3f6aab0ebf,1267070601,0,,1001840548201511041452415165,a17053,oC1U4t3W3hRXgVh-OTxfIDvnqPog,JSAPI,SUCCESS,CITIC_CREDIT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-04 23:29:41,wx1e3b3a3f6aab0ebf,1267070601,0,,1001870548201511041458255891,a17860,oC1U4tyGNswFPOk-WAz134NkAWvk,JSAPI,SUCCESS,CCB_CREDIT,CNY,10.00,0.00,0,0,0,0,,,油卡充值,,0.06000,0.60%
2015-11-04 15:58:07,wx1e3b3a3f6aab0ebf,1267070601,0,,1001930548201511041452518698,a17066,oC1U4t8v95vmD7D7dSz8WlDoBmVg,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
