交易时间,公众账号ID,商户号,子商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,总金额,企业红包金额,微信退款单号,商户退款单号,退款金额,企业红包退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率
2015-11-02 21:21:43,wx1e3b3a3f6aab0ebf,1267070601,0,,1000050548201511021431944188,a15194,oC1U4t6Niz-dkHsFcQG_UNxXiUfU,JSAPI,SUCCESS,CFT,CNY,1.00,0.00,0,0,0,0,,,油卡充值,,0.01000,0.60%
2015-11-02 22:47:42,wx1e3b3a3f6aab0ebf,1267070601,0,,1000080548201511021432816172,a15369,oC1U4t4HLJI-iGaIxOCPjcpJmpa8,JSAPI,SUCCESS,CMB_CREDIT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-02 21:38:08,wx1e3b3a3f6aab0ebf,1267070601,0,,1000120548201511021432140592,a15236,oC1U4tyHRjAvqJBofqozTM6Ntr-w,JSAPI,SUCCESS,CFT,CNY,4.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-02 21:55:57,wx1e3b3a3f6aab0ebf,1267070601,0,,1000160548201511021432349008,a15277,oC1U4t34GSz56j9ty46g1ApQd1EI,JSAPI,SUCCESS,CFT,CNY,2.00,0.00,0,0,0,0,,,油卡充值,,0.01000,0.60%
2015-11-02 11:15:53,wx1e3b3a3f6aab0ebf,1267070601,0,,1000170548201511021424082216,a14303,oC1U4t0iprPaa6xuWeN0tzw6qOZg,JSAPI,SUCCESS,CMB_CREDIT,CNY,10.00,0.00,0,0,0,0,,,油卡充值,,0.06000,0.60%
2015-11-02 12:53:11,wx1e3b3a3f6aab0ebf,1267070601,0,,1000200548201511021425645591,a14422,oC1U4t_01sV_tHLMw4kC3Wzm5U2o,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-02 21:21:30,wx1e3b3a3f6aab0ebf,1267070601,0,,1000300548201511021431944367,a15193,oC1U4tzxQtoMF6fDwaGVrrV_xs-U,JSAPI,SUCCESS,CMB_CREDIT,CNY,15.00,0.00,0,0,0,0,,,油卡充值,,0.09000,0.60%
2015-11-02 13:05:29,wx1e3b3a3f6aab0ebf,1267070601,0,,1000310548201511021425841663,a14434,oC1U4twzQlkP8VfvQdzJS6Zl5fqE,JSAPI,SUCCESS,ICBC_DEBIT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-02 22:31:06,wx1e3b3a3f6aab0ebf,1267070601,0,,1000350548201511021432684457,a15354,oC1U4t_ARnfpfQYapb7bDfsYrNhk,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-02 16:44:05,wx1e3b3a3f6aab0ebf,1267070601,0,,1000360548201511021428266537,a14657,oC1U4t-ODwvzGGgvEMccuahyQG1U,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-02 21:21:54,wx1e3b3a3f6aab0ebf,1267070601,0,,1000410548201511021431978009,a15196,oC1U4t6Uiyyak1-WDy4r_dtBc8RY,JSAPI,SUCCESS,CMB_CREDIT,CNY,200.00,0.00,0,0,0,0,,,油卡充值,,1.20000,0.60%
2015-11-02 19:27:16,wx1e3b3a3f6aab0ebf,1267070601,0,,1000460548201511021430517705,a14923,oC1U4t7YVl_vt9XXoo9y64lLBWOc,JSAPI,SUCCESS,CFT,CNY,1.00,0.00,0,0,0,0,,,油卡充值,,0.01000,0.60%
2015-11-02 16:38:14,wx1e3b3a3f6aab0ebf,1267070601,0,,1000600548201511021428224047,a14639,oC1U4ty8BdAO-ftglLV1VCIV4YWM,JSAPI,SUCCESS,CFT,CNY,10.00,0.00,0,0,0,0,,,油卡充值,,0.06000,0.60%
2015-11-02 16:41:46,wx1e3b3a3f6aab0ebf,1267070601,0,,1000600548201511021428251922,a14650,oC1U4ty8BdAO-ftglLV1VCIV4YWM,JSAPI,SUCCESS,CFT,CNY,1.00,0.00,0,0,0,0,,,油卡充值,,0.01000,0.60%
2015-11-02 19:08:30,wx1e3b3a3f6aab0ebf,1267070601,0,,1000680548201511021430248171,a14883,oC1U4t6xtJVyI45lM4uzTfodGWEI,JSAPI,SUCCESS,CFT,CNY,1.00,0.00,0,0,0,0,,,油卡充值,,0.01000,0.60%
2015-11-02 18:22:19,wx1e3b3a3f6aab0ebf,1267070601,0,,1000850548201511021429584987,a14818,oC1U4txCjRQ54wwqIcCFql-nWuGI,JSAPI,SUCCESS,CFT,CNY,1.00,0.00,0,0,0,0,,,油卡充值,,0.01000,0.60%
2015-11-02 17:00:49,wx1e3b3a3f6aab0ebf,1267070601,0,,1000950548201511021428490856,a14687,oC1U4t5HGR0TJNSNnq1eE4x-dTUs,JSAPI,SUCCESS,CMB_CREDIT,CNY,10.00,0.00,0,0,0,0,,,油卡充值,,0.06000,0.60%
2015-11-02 08:33:41,wx1e3b3a3f6aab0ebf,1267070601,0,,1000960548201511021422451743,a14089,oC1U4t6jOMCJtT94JlD5UbXbS7Oo,JSAPI,SUCCESS,CMB_DEBIT,CNY,10.00,0.00,0,0,0,0,,,油卡充值,,0.06000,0.60%
