交易时间,公众账号ID,商户号,子商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,总金额,企业红包金额,微信退款单号,商户退款单号,退款金额,企业红包退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率
2015-11-03 11:56:01,wx1e3b3a3f6aab0ebf,1267070601,0,,1000020548201511031436763360,a15784,oC1U4t6le-a8ht9VFzwDFscwFelE,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-03 13:57:06,wx1e3b3a3f6aab0ebf,1267070601,0,,1000170548201511031438540176,a15974,oC1U4txaY1foxYafPDDHSLK3yhEA,JSAPI,SUCCESS,CFT,CNY,10.00,0.00,0,0,0,0,,,油卡充值,,0.06000,0.60%
2015-11-03 17:29:35,wx1e3b3a3f6aab0ebf,1267070601,0,,1000300548201511031441008091,a16258,oC1U4tzxQtoMF6fDwaGVrrV_xs-U,JSAPI,SUCCESS,CMB_CREDIT,CNY,6.00,0.00,0,0,0,0,,,油卡充值,,0.04000,0.60%
2015-11-03 11:27:00,wx1e3b3a3f6aab0ebf,1267070601,0,,1000430548201511031436295489,a15730,oC1U4t-liroINUXqkPHkHCRsOc8c,JSAPI,SUCCESS,ICBC_DEBIT,CNY,10.00,0.00,0,0,0,0,,,油卡充值,,0.06000,0.60%
2015-11-03 22:28:55,wx1e3b3a3f6aab0ebf,1267070601,0,,1000430548201511031444864029,a16349,oC1U4ty3sWtQMZIqYQZmREg1LZnE,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-03 14:41:50,wx1e3b3a3f6aab0ebf,1267070601,0,,1000510548201511031439065008,a16078,oC1U4t-kQWvW8bcCE9Rf1eQGLjWQ,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-03 19:58:30,wx1e3b3a3f6aab0ebf,1267070601,0,,1000590548201511031443147941,a16320,oC1U4tzzUfxLi95_2yIzlPfAG9bA,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-03 15:47:24,wx1e3b3a3f6aab0ebf,1267070601,0,,1000660548201511031439762349,a16179,oC1U4t6SI6l7oA_5OMjyNdEIvTvg,JSAPI,SUCCESS,CCB_CREDIT,CNY,193.00,0.00,0,0,0,0,,,油卡充值,,1.16000,0.60%
2015-11-03 13:49:07,wx1e3b3a3f6aab0ebf,1267070601,0,,1000870548201511031438444757,a15960,oC1U4t0G-TY25jymqQAV9J6gtbyE,JSAPI,SUCCESS,CFT,CNY,3.00,0.00,0,0,0,0,,,油卡充值,,0.02000,0.60%
2015-11-03 16:03:47,wx1e3b3a3f6aab0ebf,1267070601,0,,1000870548201511031439942546,a16189,oC1U4t5rER86F2UM-2kxJMm63uFg,JSAPI,SUCCESS,CFT,CNY,10.00,0.00,0,0,0,0,,,油卡充值,,0.06000,0.60%
